crn,subject,courseno,name,section,seats_taken,seats,weekly_position,location,start,end,day
83838,ARCH,2820,Architectural Design Studio 3,02,13,14,2,GREENE STU,1400,1750,4
83839,ARCH,2820,Architectural Design Studio 3,03,14,14,0,GREENE STU,1400,1750,1
83839,ARCH,2820,Architectural Design Studio 3,03,14,14,1,GREENE STU,1400,1750,3
83839,ARCH,2820,Architectural Design Studio 3,03,14,14,2,GREENE STU,1400,1750,4
83840,ARCH,2820,Architectural Design Studio 3,04,13,14,0,GREENE STU,1400,1750,1
83840,ARCH,2820,Architectural Design Studio 3,04,13,14,1,GREENE STU,1400,1750,3
83840,ARCH,2820,Architectural Design Studio 3,04,13,14,2,GREENE STU,1400,1750,4
83894,ARCH,2820,Architectural Design Studio 3,05,14,14,0,GREENE STU,1400,1750,1
83894,ARCH,2820,Architectural Design Studio 3,05,14,14,1,GREENE STU,1400,1750,3
83894,ARCH,2820,Architectural Design Studio 3,05,14,14,2,GREENE STU,1400,1750,4
84149,ARCH,2860,Building Performance Studio 2,01,3,20,0,GREENE STU,1400,1750,1
84149,ARCH,2860,Building Performance Studio 2,01,3,20,1,GREENE STU,1400,1750,3
84149,ARCH,2860,Building Performance Studio 2,01,3,20,2,GREENE STU,1400,1750,4
83572,ARCH,4020,Bedford Seminar,01,11,12,0,GREENE 120,1200,1350,3
84412,ARCH,4050,Cities And Their Territories,01,104,125,0,DARRIN 324,1400,1550,2
84840,ARCH,4120,Cloud Atlas: 20 Th Century Arch,01,61,85,0,DARRIN 330,1200,1330,2
84840,ARCH,4120,Cloud Atlas: 20 Th Century Arch,01,61,85,1,DARRIN 330,1200,1330,5
84841,ARCH,4170,Environmental Parametrics,80,2,6,0, ,1100,1250,2
84150,ARCH,4330,Structures 2,01,65,70,0,SAGE 5101,1200,1320,2
84150,ARCH,4330,Structures 2,01,65,70,1,SAGE 5101,1200,1320,5
84439,ARCH,4510,Construction Indust Semr,01,0,20,0,GREENE 204,1200,1350,4
81166,ARCH,4540,Professional Practice 1,01,19,30,0,SAGE 2715,1800,1950,2
81166,ARCH,4540,Professional Practice 1,01,19,30,1,SAGE 2715,1800,1850,4
83846,ARCH,4550,Professional Practice 2,01,36,50,0,GREENE 120,1800,1950,2
84151,ARCH,4560,Materials And Enclosures,01,66,70,0,RCKTTS 203,1200,1350,1
84842,ARCH,4580,Materials Systems & Production,80,2,10,0, ,1400,1650,2
84843,ARCH,4750,Sustainable Blding Des Metrics,01,6,10,0,CARNEG 206,1800,1950,1
83848,ARCH,4770,Architectural Design Studio 5,01,1,70,0,GREENE STU,1400,1750,1
83848,ARCH,4770,Architectural Design Studio 5,01,1,70,1,GREENE STU,1400,1750,3
83848,ARCH,4770,Architectural Design Studio 5,01,1,70,2,GREENE STU,1400,1750,4
83847,ARCH,4770,Architectural Design Studio 5,02,2,17,0,GREENE STU,1400,1750,1
83847,ARCH,4770,Architectural Design Studio 5,02,2,17,1,GREENE STU,1400,1750,3
83847,ARCH,4770,Architectural Design Studio 5,02,2,17,2,GREENE STU,1400,1750,4
84208,ARCH,4770,Architectural Design Studio 5,04,5,17,0,GREENE STU,1400,1750,1
84208,ARCH,4770,Architectural Design Studio 5,04,5,17,1,GREENE STU,1400,1750,3
84208,ARCH,4770,Architectural Design Studio 5,04,5,17,2,GREENE STU,1400,1750,4
84209,ARCH,4770,Architectural Design Studio 5,05,5,17,0,GREENE STU,1400,1750,1
84209,ARCH,4770,Architectural Design Studio 5,05,5,17,1,GREENE STU,1400,1750,3
84209,ARCH,4770,Architectural Design Studio 5,05,5,17,2,GREENE STU,1400,1750,4
84844,ARCH,4770,Architectural Design Studio 5,80,0,10,0, ,1400,1750,1
84844,ARCH,4770,Architectural Design Studio 5,80,0,10,1, ,1400,1750,3
84844,ARCH,4770,Architectural Design Studio 5,80,0,10,2, ,1400,1750,4
84152,ARCH,4780,Architectural Design Studio 6,01,3,70,0,GREENE STU,1400,1750,1
84152,ARCH,4780,Architectural Design Studio 6,01,3,70,1,GREENE STU,1400,1750,3
84152,ARCH,4780,Architectural Design Studio 6,01,3,70,2,GREENE STU,1400,1750,4
84153,ARCH,4780,Architectural Design Studio 6,03,4,17,0,GREENE STU,1400,1750,1
84153,ARCH,4780,Architectural Design Studio 6,03,4,17,1,GREENE STU,1400,1750,3
84153,ARCH,4780,Architectural Design Studio 6,03,4,17,2,GREENE STU,1400,1750,4
84154,ARCH,4780,Architectural Design Studio 6,04,8,17,0,GREENE STU,1400,1750,1
84154,ARCH,4780,Architectural Design Studio 6,04,8,17,1,GREENE STU,1400,1750,3
84154,ARCH,4780,Architectural Design Studio 6,04,8,17,2,GREENE STU,1400,1750,4
84211,ARCH,4780,Architectural Design Studio 6,05,4,17,0,GREENE STU,1400,1750,1
84211,ARCH,4780,Architectural Design Studio 6,05,4,17,1,GREENE STU,1400,1750,3
84211,ARCH,4780,Architectural Design Studio 6,05,4,17,2,GREENE STU,1400,1750,4
84845,ARCH,4780,Architectural Design Studio 6,80,2,10,0, ,1400,1750,1
84845,ARCH,4780,Architectural Design Studio 6,80,2,10,1, ,1400,1750,3
84845,ARCH,4780,Architectural Design Studio 6,80,2,10,2, ,1400,1750,4
84415,ARCH,4790,Architectural Design Studio 7,01,13,70,0,GREENE STU,1400,1750,1
84415,ARCH,4790,Architectural Design Studio 7,01,13,70,1,GREENE STU,1400,1750,3
84415,ARCH,4790,Architectural Design Studio 7,01,13,70,2,GREENE STU,1400,1750,4
84417,ARCH,4790,Architectural Design Studio 7,03,8,17,0,GREENE STU,1400,1750,1
84417,ARCH,4790,Architectural Design Studio 7,03,8,17,1,GREENE STU,1400,1750,3
84417,ARCH,4790,Architectural Design Studio 7,03,8,17,2,GREENE STU,1400,1750,4
84418,ARCH,4790,Architectural Design Studio 7,04,7,17,0,GREENE STU,1400,1750,1
84418,ARCH,4790,Architectural Design Studio 7,04,7,17,1,GREENE STU,1400,1750,3
84418,ARCH,4790,Architectural Design Studio 7,04,7,17,2,GREENE STU,1400,1750,4
84419,ARCH,4790,Architectural Design Studio 7,05,15,17,0,GREENE STU,1400,1750,1
84419,ARCH,4790,Architectural Design Studio 7,05,15,17,1,GREENE STU,1400,1750,3
84419,ARCH,4790,Architectural Design Studio 7,05,15,17,2,GREENE STU,1400,1750,4
84155,ARCH,4820,Integrated Design Schematic,01,12,43,0,GREENE STU,1400,1750,1
84155,ARCH,4820,Integrated Design Schematic,01,12,43,1,GREENE STU,1400,1750,3
84155,ARCH,4820,Integrated Design Schematic,01,12,43,2,GREENE STU,1400,1750,4
84156,ARCH,4820,Integrated Design Schematic,02,8,15,0,GREENE STU,1400,1750,1
84156,ARCH,4820,Integrated Design Schematic,02,8,15,1,GREENE STU,1400,1750,3
84156,ARCH,4820,Integrated Design Schematic,02,8,15,2,GREENE STU,1400,1750,4
85000,ARCH,4820,Integrated Design Schematic,03,13,15,0,GREENE STU,1400,1750,1
85000,ARCH,4820,Integrated Design Schematic,03,13,15,1,GREENE STU,1400,1750,3
85000,ARCH,4820,Integrated Design Schematic,03,13,15,2,GREENE STU,1400,1750,4
85569,ARCH,4820,Integrated Design Schematic,04,12,15,0, ,1400,1800,1
85569,ARCH,4820,Integrated Design Schematic,04,12,15,1, ,1400,1800,3
85569,ARCH,4820,Integrated Design Schematic,04,12,15,2, ,1400,1800,4
85570,ARCH,4820,Integrated Design Schematic,05,0,0,0, ,1400,1800,1
85570,ARCH,4820,Integrated Design Schematic,05,0,0,1, ,1400,1800,3
85570,ARCH,4820,Integrated Design Schematic,05,0,0,2, ,1400,1800,4
84155,ARCH,4820,Integrated Design Schematic,01,12,43,0,GREENE STU,1400,1750,1
84155,ARCH,4820,Integrated Design Schematic,01,12,43,1,GREENE STU,1400,1750,3
84155,ARCH,4820,Integrated Design Schematic,01,12,43,2,GREENE STU,1400,1750,4
84156,ARCH,4820,Integrated Design Schematic,02,8,15,0,GREENE STU,1400,1750,1
84156,ARCH,4820,Integrated Design Schematic,02,8,15,1,GREENE STU,1400,1750,3
84156,ARCH,4820,Integrated Design Schematic,02,8,15,2,GREENE STU,1400,1750,4
85000,ARCH,4820,Integrated Design Schematic,03,13,15,0,GREENE STU,1400,1750,1
85000,ARCH,4820,Integrated Design Schematic,03,13,15,1,GREENE STU,1400,1750,3
85000,ARCH,4820,Integrated Design Schematic,03,13,15,2,GREENE STU,1400,1750,4
85569,ARCH,4820,Integrated Design Schematic,04,12,15,0, ,1400,1800,1
85569,ARCH,4820,Integrated Design Schematic,04,12,15,1, ,1400,1800,3
85569,ARCH,4820,Integrated Design Schematic,04,12,15,2, ,1400,1800,4
85570,ARCH,4820,Integrated Design Schematic,05,0,0,0, ,1400,1800,1
85570,ARCH,4820,Integrated Design Schematic,05,0,0,1, ,1400,1800,3
85570,ARCH,4820,Integrated Design Schematic,05,0,0,2, ,1400,1800,4
84421,ARCH,4830,Integrated Design Dev Studio,01,19,32,0,GREENE 120,1400,1750,1
84421,ARCH,4830,Integrated Design Dev Studio,01,19,32,1,GREENE 120,1400,1750,3
84421,ARCH,4830,Integrated Design Dev Studio,01,19,32,2,GREENE 120,1400,1750,4
81392,ARCH,4840,Architectural Acoustics 1,01,7,35,0,SAGE 3713,1400,1750,5
82687,ARCH,4860,Applied Psychoacoustics,01,2,15,0,GREENE 204,0900,1150,2
84503,ARCH,4890,Engineering Acoustics,01,1,10,0,DARRIN 235,1000,1250,3
84157,ARCH,4910,Final Project Design Resch Sem,01,10,45,0,JONSSN 5119,1300,1550,5
84158,ARCH,4910,Final Project Design Resch Sem,02,11,11,0,GREENE ,1300,1550,5
84159,ARCH,4910,Final Project Design Resch Sem,03,11,11,0,GREENE 204,1300,1550,5
84160,ARCH,4910,Final Project Design Resch Sem,04,11,11,0,SAGE 2715,1300,1550,5
84900,ARCH,4956,Research Design Seminar,80,2,6,0, ,1000,1150,1
84847,ARCH,4958,Research Investigations,80,2,6,0, ,1400,1750,5
85402,ARCH,4959,Geographic Simulacra,01,8,10,0,SAGE 2701,1000,1150,4
84161,ARCH,4961,Duchamp Seminar: Anarchism Ump,01,6,7,0,GREENE 120,1900,2150,1
85050,ARCH,4962,Architectural Ceramics,01,11,10,0,SAGE 2701,1000,1150,1
85322,ARCH,4963,Seminar On Sensory Culture,01,5,5,0,CARNEG 205,1000,1150,4
84423,ARCH,4964,Projecting Light,01,9,10,0,SAGE 3705,1000,1150,2
84846,ARCH,4965,Theatrical Space As Lab,01,2,5,0,CARNEG 205,1200,1350,4
84848,ARCH,4966,Portfolio Development,01,12,10,0,LOW 4034,1200,1350,4
84162,ARCH,4968,How To Predict The Future,01,3,10,0,LOW 3130,1200,1350,1
85009,ARCH,4971,Mechanical Pinata,01,10,9,0,GREENE 204,1000,1150,3
83858,ARCH,5100,"History, Theory, Criticism I",01,0,0,0,CARNEG 113,1000,1130,1
83858,ARCH,5100,"History, Theory, Criticism I",01,0,0,1,CARNEG 113,1000,1130,4
83860,ARCH,5140,Structures I,01,1,15,0,SAGE 5101,1000,1130,2
83860,ARCH,5140,Structures I,01,1,15,1,SAGE 5101,1000,1130,5
83876,ARCH,5150,Structures 2,01,2,15,0,SAGE 5101,1200,1320,2
83876,ARCH,5150,Structures 2,01,2,15,1,SAGE 5101,1200,1320,5
83859,ARCH,5200,Graduate Arch Design I,01,0,15,0,GREENE STU,1400,1750,1
83859,ARCH,5200,Graduate Arch Design I,01,0,15,1,GREENE STU,1400,1750,3
83859,ARCH,5200,Graduate Arch Design I,01,0,15,2,GREENE STU,1400,1750,4
83861,ARCH,5300,Materials & Construction Stms,01,0,15,0,CARNEG 113,1000,1350,3
84165,ARCH,5340,Materials And Enclosures,01,3,15,0,RCKTTS 203,1200,1350,1
84852,ARCH,6310,Environmental History & Theory,80,5,15,0, ,1000,1300,4
82684,ARCH,6320,Built Ecologies 1,80,12,20,0, ,1400,1650,5
84853,ARCH,6340,Material Systems & Productions,80,10,20,0, ,1400,1650,2
84854,ARCH,6350,Design Research Studio,81,2,15,0, ,1400,1750,1
84854,ARCH,6350,Design Research Studio,81,2,15,1, ,1400,1750,4
84854,ARCH,6350,Design Research Studio,81,2,15,2, ,1100,1250,2
84429,ARCH,6380,Environmental Parametrics,80,10,20,0, ,1100,1250,2
83875,ARCH,6610,Graduate Architechure Design 3,01,3,10,0,GREENE STU,1400,1750,1
83875,ARCH,6610,Graduate Architechure Design 3,01,3,10,1,GREENE STU,1400,1750,3
83875,ARCH,6610,Graduate Architechure Design 3,01,3,10,2,GREENE STU,1400,1750,4
85571,ARCH,6610,Graduate Architechure Design 3,02,0,0,0, ,1400,1750,1
85571,ARCH,6610,Graduate Architechure Design 3,02,0,0,1, ,1400,1750,3
85571,ARCH,6610,Graduate Architechure Design 3,02,0,0,2, ,1400,1750,4
83875,ARCH,6610,Graduate Architechure Design 3,01,3,10,0,GREENE STU,1400,1750,1
83875,ARCH,6610,Graduate Architechure Design 3,01,3,10,1,GREENE STU,1400,1750,3
83875,ARCH,6610,Graduate Architechure Design 3,01,3,10,2,GREENE STU,1400,1750,4
85571,ARCH,6610,Graduate Architechure Design 3,02,0,0,0, ,1400,1750,1
85571,ARCH,6610,Graduate Architechure Design 3,02,0,0,1, ,1400,1750,3
85571,ARCH,6610,Graduate Architechure Design 3,02,0,0,2, ,1400,1750,4
84164,ARCH,6630,Grad Arch Design 5,80,10,10,0, ,1400,1750,1
84164,ARCH,6630,Grad Arch Design 5,80,10,10,1, ,1400,1750,3
84164,ARCH,6630,Grad Arch Design 5,80,10,10,2, ,1400,1750,4
84163,ARCH,6750,Fin Proj Research Seminar,80,10,10,0, ,1000,1250,5
84166,ARCH,6810,Research Design Seminar,01,6,20,0,GREENE ,1200,1350,4
83877,ARCH,6810,Research Design Seminar,80,15,20,0, ,1000,1200,1
84855,ARCH,6840,Engineering Acoustics,01,6,20,0,DARRIN 236,1000,1250,3
82690,ARCH,6860,Applied Psychoacoustics,01,5,15,0,GREENE 204,0900,1150,2
84856,ARCH,6870,Sonics Research Lab 1,01,5,20,0,GREENE 204,1000,1120,1
84856,ARCH,6870,Sonics Research Lab 1,01,5,20,1,GREENE 204,1000,1120,4
85327,ARCH,6910,Doctoral Seminar 1,80,2,10,0, ,1000,1150,4
85330,ARCH,6920,Doctoral Seminar 2,03,0,10,0,GREENE 120,1800,1950,4
82235,ARCH,9990,Architecture Dissertation,80,3,10,0, ,1000,1150,5
81307,ARTS,1020,Digital Imaging,01,9,10,0,SAGE 3704,1000,1150,2
81307,ARTS,1020,Digital Imaging,01,9,10,1,WEST 211,1000,1150,5
81308,ARTS,1020,Digital Imaging,02,10,9,0,SAGE 3704,1000,1150,2
81308,ARTS,1020,Digital Imaging,02,10,9,1,WEST 211,1000,1150,5
84100,ARTS,1020,Digital Imaging,03,10,10,0,SAGE 3704,1000,1150,2
84100,ARTS,1020,Digital Imaging,03,10,10,1,WEST 214,1000,1150,5
85245,ARTS,1020,Digital Imaging,04,8,9,0,SAGE 3704,1000,1150,2
85245,ARTS,1020,Digital Imaging,04,8,9,1,WEST 214,1000,1150,5
81307,ARTS,1020,Digital Imaging,01,9,10,0,SAGE 3704,1000,1150,2
81307,ARTS,1020,Digital Imaging,01,9,10,1,WEST 211,1000,1150,5
81308,ARTS,1020,Digital Imaging,02,10,9,0,SAGE 3704,1000,1150,2
81308,ARTS,1020,Digital Imaging,02,10,9,1,WEST 211,1000,1150,5
84100,ARTS,1020,Digital Imaging,03,10,10,0,SAGE 3704,1000,1150,2
84100,ARTS,1020,Digital Imaging,03,10,10,1,WEST 214,1000,1150,5
85245,ARTS,1020,Digital Imaging,04,8,9,0,SAGE 3704,1000,1150,2
85245,ARTS,1020,Digital Imaging,04,8,9,1,WEST 214,1000,1150,5
81307,ARTS,1020,Media Studio:Imaging,01,9,10,0,SAGE 3704,1000,1150,2
81307,ARTS,1020,Media Studio:Imaging,01,9,10,1,WEST 211,1000,1150,5
81308,ARTS,1020,Media Studio:Imaging,02,10,9,0,SAGE 3704,1000,1150,2
81308,ARTS,1020,Media Studio:Imaging,02,10,9,1,WEST 211,1000,1150,5
84100,ARTS,1020,Media Studio:Imaging,03,10,10,0,SAGE 3704,1000,1150,2
84100,ARTS,1020,Media Studio:Imaging,03,10,10,1,WEST 214,1000,1150,5
85245,ARTS,1020,Media Studio:Imaging,04,8,9,0,SAGE 3704,1000,1150,2
85245,ARTS,1020,Media Studio:Imaging,04,8,9,1,WEST 214,1000,1150,5
85246,ARTS,1030,Digital Filmmaking,01,11,0,0,WEST 211,1200,1350,1
85246,ARTS,1030,Digital Filmmaking,01,11,0,1,WEST 211,1200,1350,4
85247,ARTS,1030,Digital Filmmaking,02,6,5,0,WEST 211,1200,1350,1
85247,ARTS,1030,Digital Filmmaking,02,6,5,1,WEST 211,1200,1350,4
84743,ARTS,1030,Digital Filmmaking,03,11,0,0,WEST 211,1400,1550,1
84743,ARTS,1030,Digital Filmmaking,03,11,0,1,WEST 211,1400,1550,4
84744,ARTS,1030,Digital Filmmaking,04,5,5,0,WEST 211,1400,1550,1
84744,ARTS,1030,Digital Filmmaking,04,5,5,1,WEST 211,1400,1550,4
85481,ARTS,1030,Digital Filmmaking,05,16,19,0,WEST 211,1600,1750,1
85481,ARTS,1030,Digital Filmmaking,05,16,19,1,WEST 211,1600,1750,4
84361,ARTS,1050,Art History,01,48,60,0,SAGE 4101,1400,1550,2
84361,ARTS,1050,Art History,01,48,60,1,SAGE 4101,1400,1550,5
81306,ARTS,1200,Basic Drawing,01,20,19,0,WEST 411,1200,1350,2
81306,ARTS,1200,Basic Drawing,01,20,19,1,WEST 411,1200,1350,5
81517,ARTS,1200,Basic Drawing,02,19,19,0,WEST 411,1400,1550,1
81517,ARTS,1200,Basic Drawing,02,19,19,1,WEST 411,1400,1550,4
85145,ARTS,1380,Fundamentals Of Music & Sound,01,21,19,0,WEST 326,1200,1350,2
85145,ARTS,1380,Fundamentals Of Music & Sound,01,21,19,1,WEST 326,1200,1350,5
81309,ARTS,2020,Music And Technology 1,01,9,10,0,WEST 118,1000,1150,1
81309,ARTS,2020,Music And Technology 1,01,9,10,1,WEST 118,1000,1150,4
85258,ARTS,2020,Music And Technology 1,02,10,9,0,WEST 118,1000,1150,1
85258,ARTS,2020,Music And Technology 1,02,10,9,1,WEST 118,1000,1150,4
82041,ARTS,2040,Intermediate Digital Imaging,01,9,16,0,WEST 214,1800,1950,2
82041,ARTS,2040,Intermediate Digital Imaging,01,9,16,1,WEST 214,1800,1950,4
84768,ARTS,2070,Graphic Storytelling,01,14,19,0,WEST 214,0800,0950,2
84768,ARTS,2070,Graphic Storytelling,01,14,19,1,WEST 214,0800,0950,5
84791,ARTS,2200,Intermediate Drawing,01,15,19,0,WEST 411,1000,1150,2
84791,ARTS,2200,Intermediate Drawing,01,15,19,1,WEST 411,1000,1150,5
83891,ARTS,2210,Sculpture I,01,13,16,0,SAGE 1211,1600,1750,1
83891,ARTS,2210,Sculpture I,01,13,16,1,SAGE 1211,1600,1750,4
85259,ARTS,2220,Fundamentals Of 2 D Design,01,12,19,0,WEST 214,1400,1550,2
85259,ARTS,2220,Fundamentals Of 2 D Design,01,12,19,1,WEST 214,1400,1550,5
84769,ARTS,2230,3 D Digital Modeling,01,19,19,0,SAGE 2411,1400,1550,2
84769,ARTS,2230,3 D Digital Modeling,01,19,19,1,SAGE 2411,1400,1550,5
81519,ARTS,2300,Rensselaer Orchestra,01,46,75,0,WEST 326,1600,1750,1
81519,ARTS,2300,Rensselaer Orchestra,01,46,75,1,WEST 326,1600,1750,4
81518,ARTS,2310,Rensselaer Concert Choir,01,18,40,0,WEST 110,1900,2030,2
81518,ARTS,2310,Rensselaer Concert Choir,01,18,40,1,WEST 110,1900,2030,4
82601,ARTS,2340,Intro To Afro Cuban Percussion,01,6,4,0,WEST 326,1600,1750,2
82601,ARTS,2340,Intro To Afro Cuban Percussion,01,6,4,1,WEST AUD,1600,1750,4
84745,ARTS,2340,Intro To Afro Cuban Percussion,02,4,3,0,WEST 326,1600,1750,2
84745,ARTS,2340,Intro To Afro Cuban Percussion,02,4,3,1,WEST AUD,1600,1750,4
84746,ARTS,2340,Intro To Afro Cuban Percussion,03,2,0,0,WEST 326,1600,1750,2
84746,ARTS,2340,Intro To Afro Cuban Percussion,03,2,0,1,WEST AUD,1600,1750,4
84747,ARTS,2340,Intro To Afro Cuban Percussion,04,3,2,0,WEST 326,1900,2050,2
84747,ARTS,2340,Intro To Afro Cuban Percussion,04,3,2,1,WEST AUD,1900,2050,4
84748,ARTS,2340,Intro To Afro Cuban Percussion,05,4,4,0,WEST 326,1900,2050,2
84748,ARTS,2340,Intro To Afro Cuban Percussion,05,4,4,1,WEST AUD,1900,2050,4
84749,ARTS,2340,Intro To Afro Cuban Percussion,06,1,0,0,WEST 326,1900,2050,2
84749,ARTS,2340,Intro To Afro Cuban Percussion,06,1,0,1,WEST AUD,1900,2050,4
83415,ARTS,2350,Chamber Music Ensemble,01,19,40,0,WEST 323,1800,2050,2
85523,ARTS,2350,Chamber Music Ensemble,02,9,20,0,WEST 323,1500,1750,3
83415,ARTS,2350,Chamber Music Ensemble,01,19,40,0,WEST 323,1800,2050,2
85523,ARTS,2350,Chamber Music Ensemble,02,9,20,0,WEST 323,1500,1750,3
83548,ARTS,2360,Roots Of Africa Music Ensemble,01,8,0,0,WEST 326,1900,2050,3
85144,ARTS,2380,Music And Sound I,01,10,10,0,WEST 323,1200,1350,2
85144,ARTS,2380,Music And Sound I,01,10,10,1,WEST 323,1200,1350,5
85359,ARTS,2380,Music And Sound I,02,8,9,0,WEST 323,1200,1350,2
85359,ARTS,2380,Music And Sound I,02,8,9,1,WEST 323,1200,1350,5
83830,ARTS,2540,The Multimedia Century,01,31,40,0,WEST 323,1000,1150,1
83830,ARTS,2540,The Multimedia Century,01,31,40,1,WEST 323,1000,1150,4
85437,ARTS,2960,Designing Musical Games,01,17,19,0,SAGE 2411,1200,1350,1
85437,ARTS,2960,Designing Musical Games,01,17,19,1,SAGE 2411,1200,1350,4
84921,ARTS,2966,Sound Recording & Production I,01,4,5,0,DARRIN 174,1200,1350,1
84921,ARTS,2966,Sound Recording & Production I,01,4,5,1,WEST 118,1200,1350,4
84921,ARTS,2966,Sound Recording & Production I,01,4,5,2,DARRIN 174,1400,1550,1
85341,ARTS,2966,Sound Recording & Production I,02,2,5,0,DARRIN 174,1200,1350,1
85341,ARTS,2966,Sound Recording & Production I,02,2,5,1,WEST 118,1200,1350,4
