EventID1,EventID2,HeadCount
6,Event_7285350469,1
6,Event_7384086528,1
6,Event_7527081792,3
6,Event_7543626146,2
6,Event_7739183771,1
6,Event_7971741482,1
6,Event_8039196502,1
6,Event_8056287962,2
6,Event_8125704852,1
6,Event_8218056142,1
6,Event_8292954588,1
6,Event_8528722954,1
6,Event_8590410773,1
6,Event_8622951777,1
6,Event_8768523339,1
6,Event_8794595512,1
6,Event_8811265537,1
6,Event_9153288461,1
6,Event_9265367909,1
6,Event_9283690133,1
6,Event_9468532006,1
6,Event_9921238566,2
6,Event_9947128186,1
6,Event_9949013256,1
6,Event_9973882866,1
7,10,13
7,11,11
7,12,21
7,13,6
7,14,6
7,15,6
7,16,6
7,17,4
7,18,6
7,20,1
7,21,1
7,Event_0237028821,1
7,Event_0260163630,1
7,Event_0380448472,1
7,Event_0390179727,4
7,Event_0465294512,1
7,Event_0468915166,2
7,Event_0698060305,1
7,Event_1116502230,1
7,Event_1256301869,1
7,Event_1431280539,1
7,Event_1720310707,1
7,Event_1758899489,1
7,Event_21714,1
7,Event_2233358349,1
7,Event_2292588885,1
7,Event_2359774419,1
7,Event_2399881070,1
7,Event_2825087391,1
7,Event_2866329815,2
7,Event_3297816678,1
7,Event_3420135821,1
7,Event_3528508605,2
7,Event_3622788151,1
7,Event_3975898372,1
7,Event_3977612970,1
7,Event_4051476790,1
7,Event_4317954842,2
7,Event_4426332462,1
7,Event_4760770233,1
7,Event_4856579529,2
7,Event_4957833018,1
7,Event_5078013643,1
7,Event_5289342735,1
7,Event_5504036817,1
7,Event_56359,2
7,Event_5729962770,1
7,Event_60124,1
7,Event_6035345029,1
7,Event_6041749351,1
7,Event_6095114290,2
7,Event_6099951712,1
7,Event_6285732156,1
7,Event_6301283240,1
7,Event_6584640320,1
7,Event_6813408264,1
7,Event_70366,3
7,Event_7095483213,2
7,Event_7203482873,1
7,Event_7307539183,1
7,Event_7401368164,1
7,Event_7538105696,3
7,Event_8056287962,2
7,Event_8951831793,1
7,Event_9251697973,1
7,Event_9529727192,1
7,Event_9667386554,1
8,10,9
8,11,20
8,12,7
8,13,9
8,14,2
8,15,10
8,16,6
8,17,4
8,18,4
8,19,1
8,20,1
8,22,1
8,23,1
8,Event_0117600008,1
8,Event_0164271277,1
8,Event_0237028821,1
8,Event_02928,1
8,Event_0468915166,1
8,Event_0905398184,1
8,Event_1151198826,1
8,Event_1529968044,1
8,Event_1678842603,1
8,Event_1964001243,1
8,Event_2092875111,1
8,Event_2866329815,1
8,Event_2898470165,1
8,Event_3420135821,2
8,Event_3465347152,2
8,Event_3721510973,1
8,Event_4025112543,1
8,Event_4406685987,1
8,Event_4623547049,1
8,Event_48018,1
8,Event_4978831211,1
8,Event_5175329426,1
8,Event_5298845169,1
8,Event_56359,2
8,Event_5729962770,1
8,Event_5812233638,1
8,Event_6020272447,1
8,Event_6035345029,1
8,Event_6301283240,1
8,Event_6327416414,2
8,Event_6330979066,1
8,Event_6644517926,1
8,Event_6813408264,1
8,Event_6964455392,2
8,Event_70366,2
8,Event_7268528555,1
8,Event_7538105696,1
8,Event_7739183771,1
8,Event_8056287962,1
8,Event_8154520898,1
8,Event_8456087413,1
8,Event_8890020466,1
8,Event_9468532006,1
8,Event_9752550808,3
8,Event_9854614429,1
8,Event_9880126345,1
9,10,14
9,11,11
9,12,14
9,13,2
9,14,4
9,15,7
9,16,2
9,17,1
9,18,2
9,23,1
9,Event_0117600008,1
9,Event_0164271277,1
9,Event_0465294512,2
9,Event_0468915166,2
9,Event_1151198826,1
9,Event_1254143962,1
9,Event_1263141940,1
9,Event_1277368649,1
9,Event_16612,1
9,Event_1758899489,1
9,Event_1836550686,1
9,Event_21714,1
9,Event_2485433699,1
9,Event_2610878933,1
9,Event_2866329815,1
9,Event_3297816678,1
9,Event_3504357966,1
9,Event_3780494366,1
9,Event_4080050895,1
9,Event_4117567956,1
9,Event_4316464479,1
9,Event_4856579529,1
9,Event_4957833018,1
9,Event_5078013643,2
9,Event_5175329426,1
9,Event_5504036817,3
9,Event_56359,3
9,Event_5729962770,2
9,Event_60124,2
9,Event_6035345029,1
9,Event_6041749351,1
9,Event_6095114290,1
9,Event_6157185134,1
9,Event_6523090210,1
9,Event_6584640320,1
9,Event_7543626146,2
9,Event_7670744836,2
9,Event_8125704852,1
9,Event_8332935196,1
9,Event_8456087413,1
9,Event_9667386554,1
9,Event_9880126345,1
9,Event_9949013256,1
10,13,10
10,14,5
10,15,11
10,16,7
10,17,3
10,18,2
10,19,5
10,21,2
10,24,2
10,25,1
10,Event_0164271277,1
10,Event_0380448472,1
10,Event_0402336237,1
10,Event_0418563801,1
10,Event_0465294512,1
10,Event_1151198826,3
10,Event_1254143962,1
10,Event_1339279578,2
10,Event_1529968044,1
10,Event_1553094554,1
10,Event_1798131699,1
10,Event_1842559237,1
10,Event_1964001243,1
10,Event_1975416401,1
10,Event_2088606078,1
10,Event_21714,2
10,Event_2219351269,1
10,Event_2233358349,1
10,Event_2292588885,1
10,Event_2359774419,1
10,Event_2427692449,1
10,Event_2789850366,1
10,Event_2825087391,2
10,Event_2898470165,1
10,Event_2983874433,1
10,Event_3269877422,1
10,Event_3513684302,1
10,Event_3528508605,1
10,Event_3780494366,1
10,Event_4029439788,1
10,Event_4080050895,2
10,Event_4261232819,1
10,Event_4426574501,1
10,Event_4567543822,3
10,Event_4689457132,1
10,Event_4892135395,1
10,Event_4945817389,2
10,Event_4957833018,1
10,Event_5035966099,1
10,Event_5078013643,1
10,Event_5262137230,1
10,Event_5288993043,1
10,Event_5762049297,2
10,Event_6041749351,1
10,Event_6095114290,1
10,Event_6157185134,4
10,Event_6330979066,1
10,Event_6345295548,1
10,Event_6493648283,1
10,Event_6813408264,1
10,Event_6964455392,1
10,Event_7047115888,1
10,Event_7307539183,1
10,Event_7384086528,2
10,Event_7401368164,1
10,Event_7755851837,1
10,Event_8154520898,1
10,Event_8456087413,1
10,Event_8590410773,1
10,Event_9048015275,1
10,Event_9182340967,1
10,Event_9199231492,1
10,Event_9468532006,1
10,Event_9523566396,1
10,Event_9657579743,1
11,13,9
11,14,11
11,15,8
11,16,8
11,17,6
11,18,3
11,22,2
11,24,1
11,28,1
11,Event_0081096418,2
11,Event_0236992433,1
11,Event_02928,1
11,Event_0418563801,1
11,Event_0533250832,1
11,Event_0698060305,1
11,Event_0880329435,1
11,Event_0896404383,1
11,Event_0971969626,1
11,Event_1151198826,1
11,Event_1306861784,1
11,Event_1339279578,2
11,Event_16612,1
11,Event_1748724003,1
11,Event_1851729182,1
11,Event_1964001243,2
11,Event_2088606078,1
11,Event_2104120606,1
11,Event_21714,1
11,Event_2359774419,2
11,Event_2485433699,1
11,Event_2537588219,3
11,Event_2825087391,1
11,Event_2898470165,1
11,Event_3015719608,1
11,Event_3091783525,1
11,Event_3269877422,1
11,Event_3675913066,1
11,Event_3975898372,1
11,Event_4080050895,1
11,Event_4124905030,1
11,Event_4223246502,1
11,Event_4317954842,2
11,Event_4406685987,1
11,Event_4426332462,2
11,Event_4624326470,1
11,Event_4957833018,2
11,Event_5036132612,1
11,Event_54032,1
11,Event_5725513400,1
11,Event_5762049297,3
11,Event_5812233638,1
11,Event_60124,2
11,Event_6118144262,3
11,Event_6157185134,1
11,Event_6510524757,1
11,Event_6813408264,3
11,Event_7047115888,2
11,Event_7095483213,1
11,Event_7384086528,1
11,Event_7499826418,1
11,Event_7670744836,1
11,Event_7739183771,1
11,Event_8154520898,1
11,Event_8332935196,2
11,Event_8456087413,1
11,Event_9468532006,1
11,Event_9526077037,1
11,Event_9667386554,1
11,Event_9854614429,1
12,13,11
12,14,9
12,15,4
12,16,5
12,17,6
12,18,7
12,19,2
12,20,1
12,22,1
12,23,2
12,24,1
12,Event_0072417913,1
12,Event_0164271277,2
12,Event_0193551669,1
12,Event_0237028821,1
12,Event_0380448472,1
12,Event_0649094640,1
12,Event_0650605162,1
12,Event_0698060305,1
12,Event_0826937179,1
12,Event_0893739065,1
12,Event_0978462352,1
12,Event_1116502230,1
12,Event_1151198826,1
12,Event_1254143962,2
12,Event_16612,2
12,Event_1758899489,1
12,Event_1975416401,1
12,Event_2088606078,1
12,Event_2092875111,1
12,Event_21714,1
12,Event_2219351269,1
12,Event_2537588219,1
12,Event_2610878933,1
12,Event_2789850366,1
12,Event_2825087391,1
12,Event_2866329815,1
12,Event_3253141576,3
12,Event_3513684302,2
12,Event_3528508605,1
12,Event_3721510973,2
12,Event_3768872848,1
12,Event_3780494366,1
12,Event_3975898372,1
12,Event_4051476790,1
12,Event_4317954842,3
12,Event_4689457132,3
12,Event_4884956031,1
12,Event_4974801782,1
12,Event_5078013643,1
12,Event_5174562864,1
12,Event_5288993043,1
12,Event_5289342735,1
12,Event_60124,2
12,Event_6041749351,1
12,Event_6095114290,2
12,Event_6245744936,1
12,Event_6327416414,1
12,Event_6510524757,1
12,Event_67973,1
12,Event_6813408264,1
12,Event_6946504117,2
12,Event_6964455392,1
12,Event_7105647559,1
12,Event_7200368149,1
12,Event_7203482873,1
12,Event_7268528555,2
12,Event_7384086528,1
12,Event_7401368164,1
12,Event_7538105696,1
12,Event_7739183771,1
12,Event_8056287962,1
12,Event_8233442749,1
12,Event_8332935196,1
12,Event_8503796175,1
12,Event_8622951777,2
12,Event_8951831793,2
12,Event_9182934899,1
12,Event_9408211318,1
12,Event_9529727192,1
12,Event_9880126345,1
13,16,12
13,17,18
13,18,17
13,19,9
13,20,5
13,21,5
13,22,2
13,23,2
13,24,2
13,26,1
13,27,2
13,28,1
13,29,1
13,30,1
13,Event_0127325732,1
13,Event_0172103576,1
13,Event_0237028821,1
13,Event_02928,1
13,Event_0856060391,1
13,Event_0895869802,1
13,Event_0909281455,1
13,Event_0978462352,1
13,Event_1020693863,1
13,Event_1257375093,1
13,Event_1293965802,1
13,Event_1363928911,1
13,Event_1448154475,1
13,Event_1553094554,1
13,Event_1811765857,1
13,Event_2454165348,1
13,Event_2701646742,1
13,Event_2789850366,1
13,Event_2921577539,1
13,Event_3540370469,1
13,Event_3657088212,1
13,Event_3675913066,1
13,Event_4223246502,1
13,Event_4259831998,1
13,Event_4291579241,1
13,Event_4313915612,1
13,Event_4327759816,1
13,Event_4328616285,1
13,Event_4511884353,1
13,Event_4623547049,1
13,Event_4950437894,1
13,Event_4974801782,1
13,Event_5289342735,2
13,Event_54032,3
13,Event_5415420644,1
13,Event_5725513400,1
13,Event_5812233638,3
13,Event_6048739817,1
13,Event_6245744936,2
13,Event_6285732156,1
13,Event_6362831340,1
13,Event_6694367574,1
13,Event_6758647792,1
13,Event_7014188631,1
13,Event_7105647559,1
13,Event_7307539183,2
13,Event_7568503932,3
13,Event_7865626186,1
13,Event_7936912990,2
13,Event_7967256844,1
13,Event_8838974946,1
13,Event_9182340967,1
13,Event_9272406075,1
13,Event_9430989015,1
13,Event_94721,2
13,Event_9475854196,1
13,Event_9848123342,2
14,16,19
14,17,18
14,18,10
14,19,3
14,20,2
14,21,5
14,22,2
14,23,4
14,24,2
14,26,1
14,27,1
14,28,1
14,29,1
14,30,1
14,Event_0061760409,2
14,Event_0215647771,1
14,Event_0260163630,1
14,Event_0692612689,1
14,Event_0718216552,2
14,Event_0816572601,1
14,Event_0862858603,1
14,Event_0905398184,1
14,Event_0909281455,1
14,Event_0971969626,1
14,Event_1020693863,1
14,Event_1448154475,1
14,Event_16612,3
14,Event_1678842603,1
14,Event_1847657329,1
14,Event_2040511981,1
14,Event_2454165348,1
14,Event_2634305952,1
14,Event_2789850366,1
14,Event_3128932319,1
14,Event_3209826494,2
14,Event_3548554253,1
14,Event_3622788151,2
14,Event_3675913066,1
14,Event_3680959501,1
14,Event_4223246502,1
14,Event_4317772797,1
14,Event_4892135395,1
14,Event_4911165079,1
14,Event_4974801782,1
14,Event_5181762892,1
14,Event_54032,1
14,Event_5415420644,1
14,Event_5567610858,1
14,Event_5725513400,1
14,Event_5800032219,2
14,Event_5812233638,1
14,Event_5815118197,1
14,Event_6048739817,1
14,Event_6245744936,1
14,Event_6345295548,2
14,Event_6432777510,1
14,Event_6523090210,2
14,Event_7243056137,1
14,Event_7307539183,1
14,Event_7936912990,2
14,Event_8836560207,1
14,Event_8838974946,2
14,Event_9712708057,1
14,Event_9854614429,1
15,16,18
15,17,15
15,18,17
15,19,3
15,20,3
15,21,6
15,22,2
15,23,4
15,24,5
15,25,1
15,26,1
15,27,2
15,Event_0056544054,1
15,Event_0172103576,1
15,Event_0215647771,1
15,Event_0260163630,1
15,Event_0382241792,3
15,Event_0895869802,1
15,Event_0971969626,1
15,Event_1038705868,1
15,Event_1293965802,1
15,Event_1369136530,1
15,Event_1553094554,1
15,Event_16612,2
15,Event_2399168024,1
15,Event_2485433699,1
15,Event_2678571418,1
15,Event_2752278992,1
15,Event_2793708466,1
15,Event_2921577539,1
15,Event_3680959501,1
15,Event_3818423608,1
15,Event_4025112543,1
15,Event_4291579241,3
15,Event_4317772797,1
15,Event_48018,1
15,Event_4816836173,1
15,Event_4884956031,1
15,Event_4990522668,1
15,Event_5181762892,2
15,Event_5262137230,1
15,Event_5415420644,1
15,Event_5567610858,1
15,Event_5741832432,1
15,Event_5815118197,1
15,Event_6031532495,1
15,Event_6039623113,1
15,Event_6245744936,1
15,Event_6345295548,2
15,Event_6407073095,2
15,Event_6493648283,1
15,Event_6694367574,2
15,Event_6877426300,1
15,Event_6998974228,1
15,Event_7093439397,1
15,Event_7289742823,1
15,Event_7910893783,2
15,Event_8150827871,1
15,Event_8236225225,1
15,Event_8838974946,1
15,Event_8980364592,3
15,Event_9182340967,2
15,Event_9251697973,2
15,Event_9430989015,1
15,Event_9524494520,1
15,Event_9565537161,1
15,Event_9657579743,2
15,Event_9804231180,1
15,Event_9854614429,1
16,19,6
16,20,6
16,21,3
16,22,2
16,23,2
16,24,3
16,26,2
16,27,2
16,28,2
16,29,2
16,154,1
16,158,1
16,Event_0032965191,1
16,Event_0155807790,2
16,Event_0260163630,2
16,Event_0409311031,1
16,Event_0422867199,1
16,Event_0481252668,3
16,Event_0718216552,1
16,Event_0816572601,1
16,Event_0826937179,2
16,Event_0897438235,2
16,Event_0909281455,1
16,Event_0936523097,1
16,Event_1020693863,1
16,Event_1257375093,1
16,Event_1295243022,1
16,Event_1431280539,1
16,Event_1448154475,1
16,Event_1506603329,1
16,Event_1553094554,1
16,Event_1678842603,1
16,Event_1748724003,1
16,Event_1798131699,2
16,Event_2052807387,1
16,Event_2104120606,1
16,Event_2254737991,1
16,Event_2678571418,1
16,Event_2679486186,2
16,Event_2701646742,1
16,Event_2752278992,1
16,Event_2793708466,1
16,Event_2969165496,1
16,Event_2983874433,1
16,Event_3128932319,1
16,Event_33879,2
16,Event_3622788151,2
16,Event_3642411357,2
16,Event_3680959501,2
16,Event_3759968379,1
16,Event_3818423608,1
16,Event_4025112543,1
16,Event_4166941332,2
16,Event_4189140577,2
16,Event_4284356424,1
16,Event_4291579241,2
16,Event_4384425105,1
16,Event_4624326470,2
16,Event_4660751208,1
16,Event_4884956031,1
16,Event_4892135395,1
16,Event_4911165079,1
16,Event_4990522668,1
16,Event_5262137230,1
16,Event_5335467183,2
16,Event_54032,1
16,Event_5567610858,1
16,Event_5725513400,2
16,Event_5741832432,1
16,Event_5815118197,1
16,Event_5860946818,2
16,Event_5971020973,1
16,Event_6031532495,1
16,Event_6245744936,1
16,Event_6345295548,1
16,Event_6498215304,1
16,Event_6540059092,1
16,Event_6570103532,1
16,Event_6694367574,2
16,Event_6758647792,1
16,Event_67973,2
16,Event_6877426300,1
16,Event_7243056137,1
16,Event_7481640739,1
16,Event_7499826418,1
16,Event_7568503932,3
16,Event_7865626186,1
16,Event_7967256844,1
16,Event_8105397995,1
16,Event_8236225225,1
16,Event_8509678268,2
16,Event_8814991736,2
16,Event_9220981917,2
16,Event_9430989015,2
16,Event_94721,2
16,Event_9475854196,1
16,Event_9657579743,1
16,Event_9712708057,2
16,Event_9804231180,3
16,Event_9848123342,1
16,Event_9887900471,1
17,19,10
17,20,4
17,21,8
17,22,1
17,23,5
17,24,5
17,26,1
17,27,4
17,28,2
17,30,1
17,162,1
17,Event_0215647771,1
17,Event_0826937179,2
17,Event_0856060391,1
17,Event_0862858603,1
17,Event_0893739065,1
17,Event_0897438235,1
17,Event_0924466615,1
17,Event_0936523097,1
