PersonID,EventID,Role,RemoteOrLive,ArrivalTime,DepartureTime
Person_641368418,3,Student,Live,800,850
Person_456042131,3,Student,Live,800,850
Person_162169364,3,Student,Live,800,850
Person_994255926,3,Student,Live,800,850
Person_780886062,3,Student,Live,800,850
Person_485740115,3,Student,Live,800,850
Person_896863021,3,Student,Live,800,850
Person_406528086,3,Student,Live,800,850
Person_266906082,3,Student,Live,800,850
Person_228775695,3,Student,Live,800,850
Person_542691782,3,Student,Live,800,850
Person_565056669,3,Student,Live,800,850
Person_081779019,3,Student,Live,800,850
Person_501930201,3,Student,Live,800,850
Person_356116915,3,Student,Live,800,850
Person_058771316,3,Student,Live,800,850
Person_878185953,3,Student,Live,800,850
Person_770584521,3,Student,Live,800,850
Person_173873610,3,Student,Live,800,850
Person_747678355,3,Student,Live,800,850
Person_917859368,3,Student,Live,800,850
Person_287212450,3,Student,Live,800,850
Person_428369319,3,Student,Live,800,850
Person_811520628,3,Student,Live,800,850
Person_408747193,3,Student,Live,800,850
Person_829363395,3,Student,Live,800,850
Person_472285648,3,Student,Live,800,850
Person_438286877,3,Student,Live,800,850
Person_252737891,3,Student,Live,800,850
Person_310174162,3,Student,Live,800,850
Person_707549475,3,Student,Live,800,850
Person_101203140,3,Student,Live,800,850
Person_468838610,3,Student,Live,800,850
Person_866767645,3,Student,Live,800,850
Person_073899011,3,Student,Live,800,850
Person_841553910,3,Student,Live,800,850
Person_487243280,3,Student,Live,800,850
Person_402377583,3,Student,Live,800,850
Person_182542894,3,Student,Live,800,850
Person_997882570,3,Student,Live,800,850
Person_818903782,3,Student,Live,800,850
Person_731726091,3,Student,Live,800,850
Person_599905401,3,Student,Live,800,850
Person_316134967,3,Student,Live,800,850
Person_025678448,3,Student,Live,800,850
Person_105141338,3,Student,Live,800,850
Person_054544762,3,Student,Live,800,850
Person_889403485,3,Student,Live,800,850
Person_119379576,3,Student,Live,800,850
Person_856905659,3,Student,Live,800,850
Person_651360677,3,Student,Live,800,850
Person_094942290,3,Student,Live,800,850
Person_200817203,3,Student,Live,800,850
Person_217961172,3,Student,Live,800,850
Person_060186074,3,Student,Live,800,850
Person_163703760,3,Student,Live,800,850
Person_238446679,3,Student,Live,800,850
Person_715322196,3,Student,Live,800,850
Person_660163342,3,Student,Live,800,850
Person_511213144,3,Student,Live,800,850
Person_645869406,3,Student,Live,800,850
Person_443539991,3,Student,Live,800,850
Person_396034102,3,Student,Live,800,850
Person_442450274,3,Student,Live,800,850
Person_982172328,3,Student,Live,800,850
Person_931605722,3,Student,Live,800,850
Person_815179178,3,Student,Live,800,850
Person_642312174,3,Student,Live,800,850
Person_951149497,3,Student,Live,800,850
Person_818603875,3,Student,Live,800,850
Person_695875591,3,Student,Live,800,850
Person_763094004,3,Student,Live,800,850
Person_731312028,3,Student,Live,800,850
Person_729960822,4,Student,Live,900,950
Person_579557870,4,Student,Live,900,950
Person_867163032,4,Student,Live,900,950
Person_972821045,4,Student,Live,900,950
Person_220763976,4,Student,Live,900,950
Person_142427008,4,Student,Live,900,950
Person_673814745,4,Student,Live,900,950
Person_634577838,4,Student,Live,900,950
Person_032059039,4,Student,Live,900,950
Person_998620321,4,Student,Live,900,950
Person_437988158,4,Student,Live,900,950
Person_650232307,4,Student,Live,900,950
Person_375312490,4,Student,Live,900,950
Person_206750602,4,Student,Live,900,950
Person_740890647,4,Student,Live,900,950
Person_216610793,4,Student,Live,900,950
Person_850366857,4,Student,Live,900,950
Person_800783229,4,Student,Live,900,950
Person_987597721,4,Student,Live,900,950
Person_936951193,4,Student,Live,900,950
Person_973484621,4,Student,Live,900,950
Person_340166556,4,Student,Live,900,950
Person_155816159,4,Student,Live,900,950
Person_734300657,4,Student,Live,900,950
Person_566530225,4,Student,Live,900,950
Person_733914690,4,Student,Live,900,950
Person_829190362,4,Student,Live,900,950
Person_556627279,4,Student,Live,900,950
Person_933385159,4,Student,Live,900,950
Person_694909060,4,Student,Live,900,950
Person_686979104,4,Student,Live,900,950
Person_324358958,4,Student,Live,900,950
Person_979232002,4,Student,Live,900,950
Person_527098345,4,Student,Live,900,950
Person_670561345,4,Student,Live,900,950
Person_287582992,4,Student,Live,900,950
Person_694682254,4,Student,Live,900,950
Person_825054809,4,Student,Live,900,950
Person_743370593,4,Student,Live,900,950
Person_334032148,4,Student,Live,900,950
Person_748530251,4,Student,Live,900,950
Person_753573968,4,Student,Live,900,950
Person_421592176,4,Student,Live,900,950
Person_714710073,4,Student,Live,900,950
Person_281809138,4,Student,Live,900,950
Person_126952344,4,Student,Live,900,950
Person_791302661,4,Student,Live,900,950
Person_025876306,4,Student,Live,900,950
Person_766896701,4,Student,Live,900,950
Person_432461836,4,Student,Live,900,950
Person_214916779,4,Student,Live,900,950
Person_582836676,4,Student,Live,900,950
Person_084423562,4,Student,Live,900,950
Person_764609194,4,Student,Live,900,950
Person_828625676,4,Student,Live,900,950
Person_599046956,4,Student,Live,900,950
Person_837504504,4,Student,Live,900,950
Person_564644849,4,Student,Live,900,950
Person_441620681,4,Student,Live,900,950
Person_067998153,4,Student,Live,900,950
Person_684242788,4,Student,Live,900,950
Person_367470941,4,Student,Live,900,950
Person_182967290,4,Student,Live,900,950
Person_597822423,4,Student,Live,900,950
Person_246953705,4,Student,Live,900,950
Person_532075864,4,Student,Live,900,950
Person_823892703,4,Student,Live,900,950
Person_099688872,4,Student,Live,900,950
Person_755213850,4,Student,Live,900,950
Person_378469380,4,Student,Live,900,950
Person_747286952,4,Student,Live,900,950
Person_628739168,4,Student,Live,900,950
Person_191713575,4,Student,Live,900,950
Person_130395794,4,Student,Live,900,950
Person_212928860,4,Student,Live,900,950
Person_894749503,4,Student,Live,900,950
Person_696707180,4,Student,Live,900,950
Person_664187260,4,Student,Live,900,950
Person_871528076,4,Student,Live,900,950
Person_518396698,4,Student,Live,900,950
Person_086015370,4,Student,Live,900,950
Person_123879943,4,Student,Live,900,950
Person_582622905,4,Student,Live,900,950
Person_247985908,4,Student,Live,900,950
Person_064187585,4,Student,Live,900,950
Person_523800957,4,Student,Live,900,950
Person_697539580,4,Student,Live,900,950
Person_992311571,4,Student,Live,900,950
Person_428025913,4,Student,Live,900,950
Person_022943311,4,Student,Live,900,950
Person_776310387,4,Student,Live,900,950
Person_917989021,4,Student,Live,900,950
Person_970680946,4,Student,Live,900,950
Person_842405560,4,Student,Live,900,950
Person_919720321,4,Student,Live,900,950
Person_646811422,4,Student,Live,900,950
Person_696404436,4,Student,Live,900,950
Person_561846834,4,Student,Live,900,950
Person_135102416,4,Student,Live,900,950
Person_936138598,4,Student,Live,900,950
Person_238397016,4,Student,Live,900,950
Person_170953918,4,Student,Live,900,950
Person_849358375,4,Student,Live,900,950
Person_307032011,4,Student,Live,900,950
Person_026207151,4,Student,Live,900,950
Person_433281643,4,Student,Live,900,950
Person_368922237,4,Student,Live,900,950
Person_269094985,4,Student,Live,900,950
Person_456042131,4,Student,Live,900,950
Person_024566794,4,Student,Live,900,950
Person_296816183,4,Student,Live,900,950
Person_599331462,4,Student,Live,900,950
Person_776548022,4,Student,Live,900,950
Person_816619197,4,Student,Live,900,950
Person_915643847,4,Student,Live,900,950
Person_194203605,4,Student,Live,900,950
Person_896863021,4,Student,Live,900,950
Person_041345575,4,Student,Live,900,950
Person_887305214,4,Student,Live,900,950
Person_052596424,4,Student,Live,900,950
Person_241619255,4,Student,Live,900,950
Person_823039515,4,Student,Live,900,950
Person_678890205,4,Student,Live,900,950
Person_982363622,4,Student,Live,900,950
Person_534181006,4,Student,Live,900,950
Person_702004348,4,Student,Live,900,950
Person_184613565,4,Student,Live,900,950
Person_439851853,4,Student,Live,900,950
Person_575683715,4,Student,Live,900,950
Person_363748658,4,Student,Live,900,950
Person_777627440,4,Student,Live,900,950
Person_287212450,4,Student,Live,900,950
Person_428369319,4,Student,Live,900,950
Person_876108323,4,Student,Live,900,950
Person_667696686,4,Student,Live,900,950
Person_867657710,4,Student,Live,900,950
Person_933976399,4,Student,Live,900,950
Person_361405265,4,Student,Live,900,950
Person_351182490,4,Student,Live,900,950
Person_931688039,4,Student,Live,900,950
Person_220041821,4,Student,Live,900,950
Person_130432660,4,Student,Live,900,950
Person_630293511,4,Student,Live,900,950
Person_222414609,4,Student,Live,900,950
Person_841553910,4,Student,Live,900,950
Person_787633070,4,Student,Live,900,950
Person_745361449,4,Student,Live,900,950
Person_946575278,4,Student,Live,900,950
Person_200817203,4,Student,Live,900,950
Person_596470524,4,Student,Live,900,950
Person_043181351,4,Student,Live,900,950
Person_265015971,4,Student,Live,900,950
Person_466424125,4,Student,Live,900,950
Person_403775762,4,Student,Live,900,950
Person_765419928,4,Student,Live,900,950
Person_673926819,4,Student,Live,900,950
Person_974297957,4,Student,Live,900,950
Person_693161524,4,Student,Live,900,950
Person_071444585,4,Student,Live,900,950
Person_466100829,4,Student,Live,900,950
Person_984753043,4,Student,Live,900,950
Person_887568303,4,Student,Live,900,950
Person_334607331,4,Student,Live,900,950
Person_037907134,4,Student,Live,900,950
Person_106234949,4,Student,Live,900,950
Person_732136351,4,Student,Live,900,950
Person_034643444,4,Student,Live,900,950
Person_236954021,4,Student,Live,900,950
Person_443539991,4,Student,Live,900,950
Person_902483024,4,Student,Live,900,950
Person_330735189,4,Student,Live,900,950
Person_519507321,4,Student,Live,900,950
Person_442276376,4,Student,Live,900,950
Person_044007904,4,Student,Live,900,950
Person_931605722,4,Student,Live,900,950
Person_642312174,4,Student,Live,900,950
Person_107341055,4,Student,Live,900,950
Person_639998401,4,Student,Live,900,950
Person_377920373,4,Student,Live,900,950
Person_818603875,4,Student,Live,900,950
Person_456313767,4,Student,Live,900,950
Person_695875591,4,Student,Live,900,950
Person_278135043,4,Student,Live,900,950
Person_242826613,4,Student,Live,900,950
Person_729960822,10,Student,Live,1100,1150
Person_076194812,10,Student,Live,1100,1150
Person_890643970,10,Student,Live,1100,1150
Person_432717524,10,Student,Live,1100,1150
Person_041639882,10,Student,Live,1100,1150
Person_695934258,10,Student,Live,1100,1150
Person_046613395,10,Student,Live,1100,1150
Person_193279743,10,Student,Live,1100,1150
Person_488726063,10,Student,Live,1100,1150
Person_494840469,10,Student,Live,1100,1150
Person_235021739,10,Student,Live,1100,1150
Person_593690934,10,Student,Live,1100,1150
Person_337144917,10,Student,Live,1100,1150
Person_550711386,10,Student,Live,1100,1150
Person_992987157,10,Student,Live,1100,1150
Person_251835139,10,Student,Live,1100,1150
Person_419345248,10,Student,Live,1100,1150
Person_234658303,10,Student,Live,1100,1150
Person_640120980,10,Student,Live,1100,1150
Person_137245592,10,Student,Live,1100,1150
Person_739807790,10,Student,Live,1100,1150
Person_868912017,10,Student,Live,1100,1150
Person_777125239,10,Student,Live,1100,1150
Person_383658197,10,Student,Live,1100,1150
Person_619047277,10,Student,Live,1100,1150
Person_013943442,10,Student,Live,1100,1150
Person_919953571,10,Student,Live,1100,1150
Person_670561345,10,Student,Live,1100,1150
Person_701617621,10,Student,Live,1100,1150
Person_687967714,10,Student,Live,1100,1150
Person_506352450,10,Student,Live,1100,1150
Person_803627296,10,Student,Live,1100,1150
Person_832838336,10,Student,Live,1100,1150
Person_233173633,10,Student,Live,1100,1150
Person_000276179,10,Student,Live,1100,1150
Person_033139896,10,Student,Live,1100,1150
Person_019267997,10,Student,Live,1100,1150
Person_107859042,10,Student,Live,1100,1150
Person_210036488,10,Student,Live,1100,1150
Person_601124162,10,Student,Live,1100,1150
Person_080803753,10,Student,Live,1100,1150
Person_577664350,10,Student,Live,1100,1150
Person_162098061,10,Student,Live,1100,1150
Person_635016286,10,Student,Live,1100,1150
Person_435964354,10,Student,Live,1100,1150
Person_889641959,10,Student,Live,1100,1150
Person_135396223,10,Student,Live,1100,1150
Person_566014724,10,Student,Live,1100,1150
Person_347841261,10,Student,Live,1100,1150
Person_426547879,10,Student,Live,1100,1150
Person_582836676,10,Student,Live,1100,1150
Person_599046956,10,Student,Live,1100,1150
Person_114063449,10,Student,Live,1100,1150
Person_152151830,10,Student,Live,1100,1150
Person_353612783,10,Student,Live,1100,1150
Person_860131392,10,Student,Live,1100,1150
Person_254810235,10,Student,Live,1100,1150
Person_324679098,10,Student,Live,1100,1150
Person_162185776,10,Student,Live,1100,1150
Person_780561337,10,Student,Live,1100,1150
Person_585489271,10,Student,Live,1100,1150
Person_212928860,10,Student,Live,1100,1150
Person_018565844,10,Student,Live,1100,1150
Person_186256896,10,Student,Live,1100,1150
Person_090074115,10,Student,Live,1100,1150
Person_664187260,10,Student,Live,1100,1150
Person_871528076,10,Student,Live,1100,1150
Person_317720524,10,Student,Live,1100,1150
Person_660006751,10,Student,Live,1100,1150
Person_430378837,10,Student,Live,1100,1150
Person_460101391,10,Student,Live,1100,1150
Person_573074772,10,Student,Live,1100,1150
Person_934224529,10,Student,Live,1100,1150
Person_115808564,10,Student,Live,1100,1150
Person_570582612,10,Student,Live,1100,1150
Person_464359902,10,Student,Live,1100,1150
Person_023193282,10,Student,Live,1100,1150
Person_135102416,10,Student,Live,1100,1150
Person_079468199,10,Student,Live,1100,1150
Person_457353491,10,Student,Live,1100,1150
Person_468469057,10,Student,Live,1100,1150
Person_461416756,10,Student,Live,1100,1150
Person_188212240,10,Student,Live,1100,1150
Person_258985190,10,Student,Live,1100,1150
Person_532159359,10,Student,Live,1100,1150
Person_163164667,10,Student,Live,1100,1150
Person_904285508,10,Student,Live,1100,1150
Person_776265561,10,Student,Live,1100,1150
Person_480916556,10,Student,Live,1100,1150
Person_639374424,10,Student,Live,1100,1150
Person_289520570,10,Student,Live,1100,1150
Person_406528086,10,Student,Live,1100,1150
Person_702004348,10,Student,Live,1100,1150
Person_275197962,10,Student,Live,1100,1150
Person_991320910,10,Student,Live,1100,1150
Person_256582771,10,Student,Live,1100,1150
Person_090692659,10,Student,Live,1100,1150
Person_669410880,10,Student,Live,1100,1150
Person_351182490,10,Student,Live,1100,1150
Person_796463767,10,Student,Live,1100,1150
Person_393030451,10,Student,Live,1100,1150
Person_400751338,10,Student,Live,1100,1150
Person_725328257,10,Student,Live,1100,1150
Person_149877528,10,Student,Live,1100,1150
Person_997882570,10,Student,Live,1100,1150
Person_797086149,10,Student,Live,1100,1150
Person_666344444,10,Student,Live,1100,1150
Person_992804070,10,Student,Live,1100,1150
Person_898635970,10,Student,Live,1100,1150
Person_043181351,10,Student,Live,1100,1150
Person_237086523,10,Student,Live,1100,1150
Person_171471933,10,Student,Live,1100,1150
Person_406936428,10,Student,Live,1100,1150
Person_683503951,10,Student,Live,1100,1150
Person_673926819,10,Student,Live,1100,1150
Person_144276549,10,Student,Live,1100,1150
Person_466100829,10,Student,Live,1100,1150
Person_115647590,10,Student,Live,1100,1150
Person_976828734,10,Student,Live,1100,1150
Person_572206848,10,Student,Live,1100,1150
Person_086643306,10,Student,Live,1100,1150
Person_770294470,10,Student,Live,1100,1150
Person_396034102,10,Student,Live,1100,1150
Person_327660274,10,Student,Live,1100,1150
Person_517176260,10,Student,Live,1100,1150
Person_971204500,10,Student,Live,1100,1150
Person_614755529,10,Student,Live,1100,1150
Person_729960822,18,Student,Live,1300,1350
Person_326743473,18,Student,Live,1300,1350
Person_061190488,18,Student,Live,1300,1350
Person_651963507,18,Student,Live,1300,1350
Person_287099896,18,Student,Live,1300,1350
Person_956069081,18,Student,Live,1300,1350
Person_193279743,18,Student,Live,1300,1350
Person_037145772,18,Student,Live,1300,1350
Person_041980911,18,Student,Live,1300,1350
Person_814874067,18,Student,Live,1300,1350
Person_375648241,18,Student,Live,1300,1350
Person_375312490,18,Student,Live,1300,1350
Person_153398832,18,Student,Live,1300,1350
Person_850366857,18,Student,Live,1300,1350
Person_621178389,18,Student,Live,1300,1350
Person_372374179,18,Student,Live,1300,1350
Person_023138277,18,Student,Live,1300,1350
Person_857396289,18,Student,Live,1300,1350
Person_828358874,18,Student,Live,1300,1350
Person_135447667,18,Student,Live,1300,1350
Person_161899924,18,Student,Live,1300,1350
Person_163171530,18,Student,Live,1300,1350
Person_832333217,18,Student,Live,1300,1350
Person_422612360,18,Student,Live,1300,1350
Person_630952139,18,Student,Live,1300,1350
Person_472622002,18,Student,Live,1300,1350
Person_733914690,18,Student,Live,1300,1350
Person_813673140,18,Student,Live,1300,1350
Person_784229178,18,Student,Live,1300,1350
Person_860763734,18,Student,Live,1300,1350
Person_077756638,18,Student,Live,1300,1350
Person_567307409,18,Student,Live,1300,1350
Person_840342761,18,Student,Live,1300,1350
Person_178232410,18,Student,Live,1300,1350
Person_478432800,18,Student,Live,1300,1350
Person_543879618,18,Student,Live,1300,1350
Person_301548715,18,Student,Live,1300,1350
Person_940813665,18,Student,Live,1300,1350
Person_740985242,18,Student,Live,1300,1350
Person_875973235,18,Student,Live,1300,1350
Person_177234510,18,Student,Live,1300,1350
Person_631299980,18,Student,Live,1300,1350
Person_591035471,18,Student,Live,1300,1350
Person_106029273,18,Student,Live,1300,1350
Person_949760976,18,Student,Live,1300,1350
Person_675013249,18,Student,Live,1300,1350
Person_478607232,18,Student,Live,1300,1350
Person_946054766,18,Student,Live,1300,1350
Person_949571259,18,Student,Live,1300,1350
Person_091751159,18,Student,Live,1300,1350
Person_561961087,18,Student,Live,1300,1350
Person_594197236,18,Student,Live,1300,1350
Person_421423595,18,Student,Live,1300,1350
Person_097218632,18,Student,Live,1300,1350
Person_663880492,18,Student,Live,1300,1350
Person_010935117,18,Student,Live,1300,1350
Person_435449571,18,Student,Live,1300,1350
Person_387607063,18,Student,Live,1300,1350
Person_304756875,18,Student,Live,1300,1350
Person_841601108,18,Student,Live,1300,1350
Person_843079312,18,Student,Live,1300,1350
Person_861682784,18,Student,Live,1300,1350
Person_919294490,18,Student,Live,1300,1350
Person_364235154,18,Student,Live,1300,1350
Person_994834367,18,Student,Live,1300,1350
Person_276317120,18,Student,Live,1300,1350
Person_036119962,18,Student,Live,1300,1350
Person_315549694,18,Student,Live,1300,1350
Person_018565844,18,Student,Live,1300,1350
Person_172021313,18,Student,Live,1300,1350
Person_371440818,18,Student,Live,1300,1350
Person_079698228,18,Student,Live,1300,1350
Person_181676637,18,Student,Live,1300,1350
Person_249123505,18,Student,Live,1300,1350
Person_645953866,18,Student,Live,1300,1350
Person_422910951,18,Student,Live,1300,1350
Person_626341385,18,Student,Live,1300,1350
Person_466747343,18,Student,Live,1300,1350
Person_153861520,18,Student,Live,1300,1350
Person_987522285,18,Student,Live,1300,1350
Person_776310387,18,Student,Live,1300,1350
Person_681182619,18,Student,Live,1300,1350
Person_836292226,18,Student,Live,1300,1350
Person_727105727,18,Student,Live,1300,1350
Person_650197429,18,Student,Live,1300,1350
Person_667023639,18,Student,Live,1300,1350
Person_793073823,18,Student,Live,1300,1350
Person_892659674,18,Student,Live,1300,1350
Person_688992933,18,Student,Live,1300,1350
Person_606936849,18,Student,Live,1300,1350
Person_109331202,18,Student,Live,1300,1350
Person_270037078,18,Student,Live,1300,1350
Person_811777399,18,Student,Live,1300,1350
Person_340894814,18,Student,Live,1300,1350
Person_162169364,18,Student,Live,1300,1350
Person_290085953,18,Student,Live,1300,1350
Person_826600069,18,Student,Live,1300,1350
Person_887305214,18,Student,Live,1300,1350
Person_126483577,18,Student,Live,1300,1350
Person_565056669,18,Student,Live,1300,1350
Person_053936857,18,Student,Live,1300,1350
Person_778092371,18,Student,Live,1300,1350
Person_991320910,18,Student,Live,1300,1350
Person_080487606,18,Student,Live,1300,1350
Person_287212450,18,Student,Live,1300,1350
Person_858320840,18,Student,Live,1300,1350
Person_783799119,18,Student,Live,1300,1350
Person_867657710,18,Student,Live,1300,1350
Person_310839610,18,Student,Live,1300,1350
Person_891237853,18,Student,Live,1300,1350
Person_790760954,18,Student,Live,1300,1350
Person_880159366,18,Student,Live,1300,1350
Person_856518633,18,Student,Live,1300,1350
Person_989896893,18,Student,Live,1300,1350
Person_841553910,18,Student,Live,1300,1350
Person_518861980,18,Student,Live,1300,1350
Person_182542894,18,Student,Live,1300,1350
Person_121769123,18,Student,Live,1300,1350
Person_889403485,18,Student,Live,1300,1350
Person_856905659,18,Student,Live,1300,1350
Person_024761034,18,Student,Live,1300,1350
Person_253498070,18,Student,Live,1300,1350
Person_997473384,18,Student,Live,1300,1350
Person_022989229,18,Student,Live,1300,1350
Person_193948786,18,Student,Live,1300,1350
Person_944248738,18,Student,Live,1300,1350
Person_665530484,18,Student,Live,1300,1350
Person_187543603,18,Student,Live,1300,1350
Person_451369423,18,Student,Live,1300,1350
Person_916541685,18,Student,Live,1300,1350
Person_736430592,18,Student,Live,1300,1350
Person_085494184,18,Student,Live,1300,1350
Person_501096338,18,Student,Live,1300,1350
Person_493784634,18,Student,Live,1300,1350
Person_878983891,18,Student,Live,1300,1350
Person_766293418,18,Student,Live,1300,1350
Person_908832895,18,Student,Live,1300,1350
Person_931605722,18,Student,Live,1300,1350
Person_951149497,18,Student,Live,1300,1350
Person_877206385,18,Student,Live,1300,1350
Person_079255674,18,Student,Live,1300,1350
Person_729960822,Event_2679486186,Student,Live,1400,1750
Person_962337174,Event_2679486186,Student,Live,1400,1750
Person_468673850,Event_2679486186,Student,Live,1400,1750
Person_117470952,Event_2679486186,Student,Live,1400,1750
Person_043255129,Event_2679486186,Student,Live,1400,1750
Person_729960822,Event_5840219088,Student,Live,830,950
Person_504675548,Event_5840219088,Student,Live,830,950
Person_764855918,Event_5840219088,Student,Live,830,950
Person_059460046,Event_5840219088,Student,Live,830,950
Person_582622905,Event_5840219088,Student,Live,830,950
Person_163164667,Event_5840219088,Student,Live,830,950
Person_573889414,Event_5840219088,Student,Live,830,950
Person_316134967,Event_5840219088,Student,Live,830,950
Person_729960822,Event_5248363985,Student,Live,1000,1150
Person_949571259,Event_5248363985,Student,Live,1000,1150
Person_963738912,Event_5248363985,Student,Live,1000,1150
Person_115647590,Event_5248363985,Student,Live,1000,1150
Person_422268175,Event_5248363985,Student,Live,1000,1150
Person_729960822,Event_70892,Student,Live,1330,1400
Person_187462356,Event_70892,Student,Live,1330,1400
Person_983774263,Event_70892,Student,Live,1330,1400
Person_117470952,Event_70892,Student,Live,1330,1400
Person_455046065,Event_70892,Student,Live,1330,1400
Person_780561337,Event_70892,Student,Live,1330,1400
Person_435449571,Event_70892,Student,Live,1330,1400
Person_194203605,Event_70892,Student,Live,1330,1400
Person_896863021,Event_70892,Student,Live,1330,1400
Person_045028587,Event_70892,Student,Live,1330,1400
Person_277105327,Event_70892,Student,Live,1330,1400
Person_320435758,Event_70892,Student,Live,1330,1400
Person_729960822,Event_4518318528,Student,Live,1400,1550
Person_947062585,Event_4518318528,Student,Live,1400,1550
Person_983774263,Event_4518318528,Student,Live,1400,1550
Person_803627296,Event_4518318528,Student,Live,1400,1550
Person_566014724,Event_4518318528,Student,Live,1400,1550
Person_508018769,Event_4518318528,Student,Live,1400,1550
Person_542691782,Event_4518318528,Student,Live,1400,1550
Person_845390048,Event_4518318528,Student,Live,1400,1550
Person_666344444,Event_4518318528,Student,Live,1400,1550
Person_908832895,Event_4518318528,Student,Live,1400,1550
Person_729960822,55,Student,Live,1600,1650
